id,tweet,subtask_a
92987,I worry day conservative support trudeau quell surprise like way handle,NOT
64849,defaulter fm ideally fm meet dafauler,NOT
82971,good luck future endeavor surely miss sadbutrelievedface,NOT
37909,friend,NOT
63466,new tactic left actually tactic use decade playbook right nazi socialist playbook democratic socialist today neo nazis aka antifa,OFF
67263,soooooound like awesome plan going pull money medi care amp pension pay golf cart rental detail watch struggle stay fairway golf weekend swear time,OFF
57628,hillaryous lmao waa boo hoo,NOT
39824,I kind feel like antifa maybe I overstate lol personshrugge malesign,OFF
99981,liberal excuse racism sexism russia gun rich liberal lose desperate vote democrats,NOT
28700,know apartment fucking problem,OFF
98896,vague confirm,OFF
87769,loan debt relief minimum wage gun control law election process environmental protection housing protection woman right neutrality,NOT
27033,massive tool,NOT
16839,holder prison,OFF
69821,bitchhhhhh I jelllll,NOT
37451,pretty oh goodness,NOT
26404,lord pie kept holster shut toss hollyweirdo,OFF
74129,stand violence talk antifa friend,NOT
75322,big o right lose gabbert,NOT
85347,thick cultist twitter irony fine,NOT
93648,big embarrassment american public,NOT
18309,think,NOT
74851,omg flushedface,NOT
67224,cue liberal moral shunning society minute break try ruin brett kavanaugh life amp humiliate family,NOT
17553,conservative troubled explain thing cigar outraged current president,NOT
68777,fuck night,OFF
75730,glad foldedhand hygs love redheart ready presentation,NOT
61794,cop antifa,NOT
25203,want sure late conspiracy theorist devin nune,NOT
86476,hide republican antifa,NOT
90479,california consider pass gun control law,NOT
83506,try meditation breathing technique,NOT
62580,textbook colonizer,NOT
33579,home,NOT
42956,pick suitable song great,NOT
96023,inspiration rise violent fascism america endorse advocate antifa,NOT
81683,official suppose recall violation let rule silly ass argument line like billy martin throw buck showalter throw,OFF
82533,I send way dinner meet tonight tell clemson legend like aggie yell leader legend cheer clemson espn commentator varsity,NOT
14882,welcomeeee I love song deserve island d,NOT
20292,pre trump right release classify doc prove investigation bias begin yr later mueller trump damage presidency occur liberal,OFF
95127,rate rifle deliverance deserve right read,NOT
24324,interested achieve real instead pursue left wing insist minority hate white folk protest huuge multi national corp ceo pay time ave worker pay,NOT
36197,look like sell sole hater liberal weigh heavy wonder money transfer work,NOT
29873,I I love I know happen love beamingfacewithsmilingeyes facewithtearsofjoy,NOT
33562,girl beautiful wearyface smilingfacewithhearteye,NOT
15656,pathetic,OFF
42482,restaurant diner fatally shoot corpus christi rug blackhawk revolver nra gun control research unethical,OFF
13877,louis farrakahn great job parrot idea mean original thought actually puppet,OFF
60544,finish wife conservative ready like stormy thank stormy,NOT
66567,liberal canada want offer venezuela greece fail liberal country,NOT
18464,mile springfield worcester march gun control technically hillary clinton chinaly chanvong wear wellesley college sweatshirt fact straight mark zuckerberg,NOT
15685,trial separation kid parent lowlife like thrilled,NOT
24429,complicit abuse young man care woman I sick,NOT
89967,exactly,NOT
23114,kind like mean old woman pretty young ugly untalente wash look like thing catty secondly look like jealous hater,OFF
46021,prove establishment supporter du world support trump I block afte rpreviously follow ont witter youtube,NOT
16434,ahhhhhhh yes amish brother antifa warrior jaquonadiah thank clear,NOT
60250,shit feel real I life whack I like set begin idk,OFF
61935,like bag lady street bus mumbling curse loud talk listen away,NOT
36948,god adorable,NOT
79752,woman spy year vote oh wright party support vote red,NOT
88223,mention outrageous taxpayer dollar spend taxpayer fund unprecedented armed protection gun control sen kamala harris breitbart,NOT
48809,I happy feel winkingface,NOT
25896,I claim chicagojordan I experience outdoor,NOT
39480,liberal truly outdo stunt absolutely disgusting,OFF
32417,I think donald trump disgusting disgraceful pig shame think puerto rico fail failure president talk bad puerto rican understand pr usa,OFF
81504,check antifa registration coworker,NOT
63913,love support people stranger xo,NOT
93865,hollywood liberal love socialism multi millionaires multiple mansion multiple low income family buy modest home,NOT
60735,exactly,NOT
91488,antifa live,NOT
71890,thank sum nicely serena sycophant expose fact liberal hate fact,NOT
49231,world wide phenomenon podcasting mvp shittalking,NOT
15663,wow civil gun control debate arguement I ve twitter,NOT
88096,face democrat party lock bully republican party rich live mansion district poverty like dictator district,NOT
66457,speak fill holy spook,OFF
92484,yes include staff bureaucracy,NOT
21442,ya bad democrats bring nazi tactic nazi brown shirt form antifa,OFF
36963,seriously freak hot,NOT
61200,bono attempt inculcate masse later life epiphany senility certain marker I guess bono clear sad flushedface thinkingface thinkingface,OFF
79963,rating low people like amp guy fun conservative reason trump win people amp pitiful amp shameful,OFF
98223,teacher nut job judge remember influence young mind,OFF
46990,conservative work boot textbook learn stop keller,NOT
75139,place,NOT
69019,stink like week old fish good liar,NOT
63328,watch james amp gavin discuss antifa actually doj use position target specific american,NOT
14569,got magnify glass,NOT
25182,deceit liberal,NOT
11972,come cranleys minion talk gun control life lose inner city cincinnati looney shoot city council want talk gun control,NOT
12668,deal liberal bet cause care hurt long want,NOT
18543,kane try stay relevant think cat beat hungry kid self think worried whacky wednesday instead concentrate footy final,NOT
37944,lrt I m dydinv g beautiful,NOT
67343,bright star texas,NOT
35729,man,NOT
40606,roy moore allegation far distant past bezo bunny satire dr melissa bunny medium tell grave year ago jeff bezos hand I cut head cook I hasenpfeffer dinner rabbit rabbit rabbit,OFF
73869,antifa anonymous come,OFF
35985,attention publish target list antifa twitter account list list high profile everyday trump supporter check list suspend account,NOT
80778,antifa facist let mean anti american use fake title facist,OFF
30593,expect fool like j rubin incompetent hair fire lib cost people life blame pre trump,OFF
41575,debate street effect medium mp fail address question need answer amp violence frequently stem thuggish mob oppose issue air answer question,NOT
92213,tweet conservative retweete comment suddenly unavailable I talk original tweet long available notice,NOT
18419,ball,NOT
55005,cunt eu,OFF
15926,lmao dumb forgive manner pile shiit cancer,OFF
44471,I bet rob police poutingface doubleexclamationmark people freak stupid facewithrollingeyes,OFF
96939,vacation,NOT
96000,think score point sad,NOT
87051,feel sorry greedy hide patreon dumb kid donate watch playing game whispering mic,OFF
97924,screw shit honestly facewithtearsofjoy,OFF
25540,u cold bitch,OFF
66869,crazy thing liberal blame trump unhinged blame president,OFF
69860,support gun control,NOT
27638,I hope la la land libtard lunatic think conservative watch garbage idiot live playing dress grow real world vote republican,NOT
70844,I think jisoo I focused I find taeyoun,OFF
38565,thank good try approach addition issue use excuse tax report update know thank thumbsup lightskintone,NOT
70747,texans advice liberal,NOT
52297,president offer refuse,NOT
55878,college professor cali resist antifa burn building riot cali college,NOT
86635,I hope shit trend beef wax homie yell hot like cam,OFF
18432,facewithtearsofjoy facewithtearsofjoy exaggerate appreciate,NOT
91403,god forbid talk date real mad facewithtearsofjoy personshrugge mediumlightskintone femalesign like people reason sorry bout facewithtearsofjoy,NOT
18098,haha I believe,NOT
19907,social grace shun ny proper know white trash little money know act I I I pos embarrassment usa,OFF
34711,white supremacist hard wrong stop try equate antifa white supremacist look like white supremacist,OFF
66242,diversity strong,NOT
83978,liberal jump joy,NOT
54675,need packer bib,NOT
26647,pass,NOT
36284,shit transport africa niggas tell I venomous snake iguana beetle size car tire lmaoooo personfacepalme mediumdarkskintone malesign personfacepalme mediumdarkskintone malesign personfacepalme mediumdarkskintone malesign personfacepalme mediumdarkskintone malesign kind shit,OFF
15112,girl tryna I ugly I ugly,OFF
77069,good man,NOT
46798,dude straight point try iggy big em bc young,NOT
62840,know woman b c democrats justice woman assault democrats evidence injury amp police report know dem demand conservative find guilty accusation know political,OFF
86433,prove fan gram work hard,NOT
19543,way accurate history ancient egypt ect b fabricate I claim know start look history ect fucking proof consciousness def change,OFF
45907,route believe accusation levy conservative conservative saint,NOT
30046,right forward read job description,NOT
23711,stay vigilant conservative,NOT
98303,allegation dem scream pattern woman come forward support kavanaugh pattern good behavior allegation hear happen presumption innocence timing suspect think,NOT
66487,krazee right winger nerve bitch antifa,OFF
66012,piss I asian california vote gun control know especially koreans la know business destroy riot salty boi forget,NOT
80076,liberal attack private life attack policy,NOT
39956,I m pretty sure bad thank lil bit sweetness brutal world,NOT
76244,conservative win turn coat liberal admit con fail lib,NOT
39910,fruit cake I believe I like time,NOT
73086,yes liberal,NOT
52907,pick I pls,NOT
30248,heavy metal rocker conservative believe freedom unfortunatemy appear money truly believe help end cold war,NOT
21485,legislate common sense gun control tone racist rhetoric,OFF
30937,democrats double sided hypocrisy surpise,OFF
66540,charge people know good makeup picture skint,NOT
57844,monkeying rollingonthefloorlaughe clownface,NOT
55485,I thing christian create life death dr ford stormy daniel tell story I count antifa happen weird christ like vile etc,NOT
56043,instead concrete action help separate parent push forward gun control legislation work muslim travel trump bigoted bidding question,NOT
69092,dear pope francis shame tiredface,NOT
47947,win texas need liberal liberal touch turn crap,OFF
40451,unreal liberal completely lose oppose president sad,NOT
98720,absolutely know dem want vote come push happen dem liberal plainly unamerican care paycheck position need term minute term like potus,NOT
11633,aim compromise evidence special counsel use convict impeachment,NOT
51945,election consequence left continue direction head win long time,NOT
68769,announce release,NOT
63243,look like I,NOT
52742,hi bernice smilingfacewithsmilingeyes I hope enjoy learn lot beamingfacewithsmilingeyes dizzy collision faceblowingakiss,NOT
71775,ruin hateful demonic democrat weaponize man disgust democrats liberal ruin touch,OFF
92284,unfortunately real way democrats feel black plantation socialism citizen slave government conservative let happen kind treason amendment,OFF
97426,beautiful cryingface smilingfacewithhearteyes xx,NOT
39447,mental case sure,OFF
72744,cheer appreciate,NOT
22756,like mitch mcconnell mention good accomplish,NOT
75641,northern az good look forward,NOT
65400,bhagwat tell shakha minion rest world different thing sanghi goon rape killing stupid liberal think sanghis bad lie year india disappear,OFF
17667,control come allow tweet idea place,NOT
27889,hell yeah fuckig,OFF
60618,hell ya,NOT
54522,risk ass lol,OFF
94375,climate change education healthcare reform economy gun control societal issue immigration,NOT
76300,beautiful like grandma bless redheart redheart redheart,NOT
95284,good booty stunning love want cum deep,NOT
87204,love starlight darkness surround luminous love sustain day rain cleanse heartache endure wash away pain,NOT
16138,sure far left merkel lose faith indoctrinate german southpole north far right maaßen remove antifa spade spade promote speak merkel amp press hysteria contradiction,NOT
65323,democrats despicable day vitriol lie barrel liberal sense,OFF
66884,death threat comprise graham,NOT
58703,right I stop reply anymore nonsense follow warm dangerous society pal big fake going prove like rest antifa bloody dangerous,OFF
59532,I afraid right,NOT
87367,describe bill clinton perfectly cricket liberal,NOT
66851,repeat I zombie,NOT
99138,need fix problem fix I hear break cardinal fan look answer,NOT
85515,god use remove holder,NOT
56989,trash,OFF
83095,I breatge kpop stan u nigger,OFF
12243,impulsive reaction look gun head bow low mane mess happen,NOT
49641,antifa busy lately,NOT
83720,adicionei um vídeo uma playlist lil peep type beat leave melancholic,NOT
96728,yes change t shirt change t shirt change t shirt change t shirt spread democrat violence,NOT
36127,wrong vote pc mean shut likewise vote ndp majority mean sizeable minority actually liberal green similar position vote wise majority,NOT
86648,god help citizen republicans democrat,NOT
73143,look shooting maryland info feed protest gun grabber want know female,NOT
47583,democ rat pull anita hill trick derail judge kavanaugh confirmation work triumph communists destroy usa,OFF
95608,poisonous wonder vesha bottle beauty eye poison soul stare,NOT
89641,clearly admit big big cast reason sanju aye dil yeh jawani barfi suceess thinkingface thinkingface thinkingface,NOT
90642,principled conservative,NOT
51713,democrats soft crime soft border security use illegal alien I criminal alien,NOT
32607,fake conservative fake outrage budget betrayal,NOT
39204,beautiful,NOT
20619,troll simply dumb I enjoy I love tweet rollingonthefloorlaughe rollingonthefloorlaughe rollingonthefloorlaughe rollingonthefloorlaughe rollingonthefloorlaughe rollingonthefloorlaughe rollingonthefloorlaughe,OFF
49964,I understand annie stick I understand,NOT
97490,hillary blame woman long ago hope uneducated vote liberal ignorant know thing,OFF
33290,I support jah blessing hussle d bomb,OFF
14636,runnning word,NOT
27067,likely antifa thug plasterd temp tatt interview shitlib press,NOT
23739,I think way scare brexiteer conservative toe party line brexiteer people long people agree,NOT
97578,missus horse fuck right chase like bell end,OFF
43430,jeopardize security want favor transparency instead release taxis,NOT
43670,display despicable behavior human,OFF
24753,I sorry loss blame control amazing person head,NOT
39701,suck commie atheist liberal refugee use precious tax dollar,OFF
75013,inform public horrible going trump white house,NOT
80489,lib register democrat s need know,NOT
80476,mock liberal mp cross floor join conservative evidence basically party,NOT
54070,enjoy williams amp pc crowd tantrum karma,NOT
43528,blatant lie antifa bad hate group look berkeley university california nearly destroy guy disagree kkk white supremacy shut free speech,OFF
13906,slap shit outta,OFF
76467,listen man rob american taxpayer million dollar iran I,OFF
33578,look lie chick lawyer,OFF
66351,hate toll people physically unhinged liberal look fake news armageddon coverage suck life people I feel bad,OFF
67577,mean,NOT
33019,croatian president bikini photo world hot president,OFF
50648,satisfying good scratch howk scottish badger,NOT
22099,report know I look business close coalition talk train people business,NOT
82569,wow look permanently suspend place fucking headline,OFF
46049,yeah gun control act use lot innuendo black people ghetto text,OFF
19069,I find today jesus white I church sunday I watch football damn obama liberal,OFF
48637,happen inthe gop vote destroy vote republican senate ensure margin victory amy coney barrett liberal bad nightmare,OFF
89819,infringe right I like company infridge people people liberal alternative size fit mainstream narrative,NOT
60581,aweeee happy bday e panda heartsuit heartsuit amazing drummer maybe b great,NOT
11589,landon suck I ask birthday I play I landon suck,OFF
56899,game I think fire reason,NOT
93569,dude age long time ago utah,NOT
80192,trudeau liberal rule time oust,OFF
41565,law breaker love liberal,NOT
65845,I think odd people I elect I find ask liberal personshrugge femalesign,NOT
18057,slain southern california shooting gunman kill self mass shooting learn past time gun control,NOT
91816,liberal rat ass power period cry way,OFF
23633,state save online abuse want live peace case ask relative attend hearing contradictory statement action,NOT
39036,francis force aside church need cleanse,OFF
48116,yes,NOT
51890,wow colour scheme I live pretty,NOT
81327,read thread imply view action soro left left support antifa I misread,NOT
61363,wet dream step confirm predator scotus judge step eliminate woman choice step eliminate non white voting right step eliminate woman voting right step end immigration,OFF
49121,know period,NOT
52370,support medicare vote dreamer vote racist police brutality bill vote donald trump large military budget thing gun control vote racist payday loan bill,OFF
19916,good purpleheart,NOT
23564,matter correct stupid life family live jeopardy base politico dam fool,OFF
94731,de create slowly stealthily conservative come power hunt sterling job,NOT
66531,rainbow storm purpleheart,NOT
73680,gop choice confirm kavanauh amp possibly lose house dump kavanauh definitely lose house amp supporter,NOT
64188,feinstein schumer political assassin thank heaven able gop courage fold far conservative need hit hard political criminal,OFF
82033,false release russians,NOT
66620,wife usa inlaw thrill trump conservative win pc war,NOT
57651,active duty personnel I know think dangerous fool maybe racist military klansman support mr traitor pant,OFF
76713,vet know,NOT
94239,I love momma I,NOT
87252,read mein kampf understand hitler influence photo mike moore buy mein kampf,NOT
44654,insulting I black fully capable id think let honest liberal white want appear savior vanguard minority protect fraudulent vote,OFF
16362,quote factually incorrect count trump raise taxis democrats raise taxis democrats amp republican amp independent amp conservative amp short people amp tall people,NOT
87524,calm amp patient great mind people bc viewpoint aspect life,OFF
64374,miriam,OFF
20145,deserve,NOT
27843,guilty,NOT
28636,conservatives amp evangelical I sure know pro lifer,NOT
24912,deserve tattoo hope antifa follow,NOT
81304,exactly figure substantiate threat occur liberal conservative way farce plain simple pileofpoo generate sympathy try false narrative going,NOT
40596,cattle big farmer feed child resort birth control opinion I reason control birth tanzania,NOT
12224,exciting week ahead god bless mr president,NOT
89366,demon crap fact charge delusional think effect country profound way bargain away american dream come illegal,OFF
77054,let throw add bureaucratic red tape deter highly qualified people enter vitriolic world politic look hate direct trump family I care tax return universal financial report care result,NOT
53081,time raisinghand lightskintone perform big level club score chance,NOT
88415,frankly I hate argument gun control healthcare student loan tax policy climate change social security medicare car emission mileage clear difference policy,OFF
92451,mp praise innovative thinking week britain prosper century embrace economy rightarrow,NOT
45144,yes thank hope redheart,NOT
31831,stand trump strong maga,NOT
77937,nah bob,NOT
22519,dumb look,OFF
46048,kirinodere curious case fuck custom fee good book,OFF
96573,I cackle different shit time I watch lol,OFF
22147,yeah let gun control piece white male americans stop shoot place protect american,NOT
96384,realest teal shit eric da gawd,OFF
81874,liberal hate america stand thought successful country,NOT
92066,uk democracy supposedly,NOT
18004,forget antifa threat conservative convenient,NOT
51297,clownface,OFF
82360,wow cell phone blink incoming e mail I notice email I whi beena wonder email address friend high shcool I,NOT
84107,I hate democrats fight like everyday r lobbyist damn want I ready party trump elect democrats till,OFF
27618,absolutely come,NOT
10265,brazil,NOT
17197,end story lie liberal witness thinkingface,OFF
83888,mess,NOT
66522,mean utter contempt brexiteer business virtually scream economic suicide mark word jlr start small company mainland eu cost leave,NOT
16218,conservative believe attempt rape form flirting look past believe I nonsense,OFF
70133,fuck rus,OFF
42791,tell I,NOT
96217,principled conservative rogue gallery nevertrumper uncomfortable idea hrc win presidential election fact vote,NOT
45571,real stuff like kill aca preserve gun control smart answer,NOT
41937,I kind shocked feed,NOT
12740,gun pre gun control free people right defend family threat lethal force good deterrent criminal,NOT
99246,s liberal pay soro thing,OFF
69559,iya risi area money widow attempt money prove abortive scam,OFF
96426,big sis induct slay flawlessly fire smilingfacewithhearteye,NOT
74707,millfield lecture student evolve dependent tax migrant party,NOT
16183,exactly evil liberal try intimidate people step I guess bullying ok liberal,OFF
44485,clarence thomas brand democrats serve honorably yr hater going hate conservative,NOT
27991,course money situation dem value greed power,OFF
66082,ahead kavanaugh nominatin information commit ethical legal violate constitution merrick garland amp horrible candidate precedent overturn wait info amp sure,OFF
81121,issue antifa,NOT
54703,conservative send opposition taxpayer dollar popular vote prime minister,NOT
20030,fuck cover american politic canadian politic fucking disgrace report news news stuff conservative look bad ignore stuff liberal look bad,OFF
34788,sandy hook use drum public support strict gun control,NOT
69790,year later liberal want away,OFF
28181,let I nigga fish peace damn,OFF
96959,I recognize base board rollingonthefloorlaughe,NOT
72116,obstruction vote,NOT
66931,look like gun control work hole country huh gun law work huh shooting murder gun america gun people brazil,NOT
40024,happy remember beautiful glamme,NOT
45172,I antifa war peaceful assembly,NOT
88037,obviously care,NOT
99294,insane leftist liberal democrats know scare end right body explain I illegal sell body feed child,NOT
46894,holy shit meet michael jordan,OFF
58507,glad hear ok father surgery bladder cancer year remission age year exposure lacquer fume spray stain cabinet contribute occurrance,NOT
13005,come person chicago kook,NOT
90423,I understand hear I hear I picture scar trauma leave car middle fwy I badly damage,NOT
33515,play trade valuable,NOT
68638,poster child marry,NOT
11093,yeah way ruin fucking hype invite dennys finish andrea lol,OFF
33055,look damn beautiful outfit,NOT
42705,I fuck ya mom,OFF
68169,yes read use term broad group leftist feminist theist case focus particular extreme subset group antifa subset wave feminism yecs distinguish fact subset,NOT
64201,scary bat bat bat,NOT
25377,I wonder antifa riot street find corrupt government,OFF
74927,s silly cartoon popular fuck,OFF
71268,ignore attention crave adorable child good body nude love scene search attention desire bovine fecal post,OFF
62686,glad I wear wrangler gun control propose stop criminal,OFF
22401,vote r november thumbsup lightskintone,NOT
78618,zero evidence lmaooooooo I love liberal squirm shit like facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy,OFF
18186,democrats cut funding cia conservative play rule fuck time,OFF
41948,person lie lie member congress judge step great job liberal,NOT
80715,conservative liberal elevate person presidential nominee person like trump immune,NOT
77630,strange far left antifa quiet mooslim attack white people terrorist attack mooslim let forget mooslim groomng gang,NOT
17324,right statement ask friend,NOT
79058,lock haa looool wait blatant lie somebody scared boy f b trump hang noose remember imagine anxiety feel I smile,OFF
27650,john kerry run mouth care I think single damn thing kerry accomplish run mouth trump accomplishment exceed kerry dream president,NOT
37815,flawed logic liberal identify christian america dominate religion look stat overgeneralization crazy,NOT
20778,hmmmm I think hold bit long face hear,NOT
14074,cute,NOT
80706,ignore question crucial argument sensible gun control impose shooting occur truly believe push restriction,OFF
33037,incredible person pal I know convince,NOT
67662,know I race hustling liberal,NOT
29754,month ago alabama radical liberal try stop appointment clip cory booker talk,NOT
87249,I wonder need bring point I mention like uncomfortable talk race,NOT
13127,ppl speculate ab produce akimoto fact right wing korean dislike,NOT
90113,fascist antifa,NOT
34126,early unfazed determine confirm judge kavanaugh presumably behalf chairman grassley liberal fault work basically accusation potential assault mention lie,NOT
11936,idiotic antifa disarm thing,NOT
89569,jimmy clear monologue producer ensure nbc tear free,NOT
65182,liberal dictionary illegal immigrant dreamer trump supporter deplorable dreg killer human baby womb human antifa protestor law abide nra terrorist bill clinton feminist brett kavanaugh predator liberalism mental disorder,OFF
38111,yeah I m think work sam kaycee convince target lgbqt I need mega phone,NOT
27110,believe insincere talk callous conservative,NOT
91002,liberal sick people,OFF
47078,attempt dem hide truth abuse woman I movement verified abuser woman extension soro group like antifa kkk redquestionmark redquestionmark redquestionmark doubleexclamationmark,OFF
30132,experience gun control activist want conversation want capitulation way open proposal expand gun right exchange look conversation,NOT
58215,antifa burn conservatives house cnn light torch amp throw gas flame,OFF
85172,ask obama need rollingonthefloorlaughe,NOT
89548,I half work day I sit computer bed lmao,NOT
93405,nice,NOT
95982,boycott nfl let bring knee,NOT
50540,suppose believe party violent liberal antifa kkk hood beat hell stranger know care suppose trust party fund antifa tell truth subject,NOT
67891,let antifa radicalization,NOT
82672,rosier play like straight fucking garbage I mean tolerable undefeated run year pitt scrub richt scared death start perry,OFF
97856,run hit piece cmp cmp teach gun safety young people promote responsible gun ownership sell assault weapon banner target clear gun control,NOT
47975,ak fight antifa major figurehead likely yan,NOT
66279,I understand I sound cold I love nintendo money grub bastard catwithtearsofjoy,OFF
76729,I mean expert pitch gun control law congress,NOT
23242,ha try rig system idea divine intervention foldedhand god answer president trump,NOT
73927,problem try advise understand try,NOT
60420,expand protection right opposite curtail right gun control curtail right,NOT
35083,care hurt long happy attend sham church,NOT
84953,tongue sweatdroplet oh pooey snoop snoop facewithtearsofjoy,NOT
73376,stand kavanaugh maga,NOT
47309,I believe harden school I believe common sense gun control,NOT
23940,damn allegedly commit physical violence ex girlfriend rush discredit kavanaugh year old vague hour accusation,OFF
69596,fine let fix chicago gun violence end gun control,NOT
47815,loco liberal amp tds let true amp choose prove need squashed like bug,OFF
33279,christian,NOT
85553,liberal moral kind drug sex child endangerment,OFF
13537,wrong ballistic I write suite accuse I bad thing dangerous,NOT
82023,arrest immediately wicked crazy democrat,OFF
58976,gun control skill need work miss foot half,NOT
43619,shut mess yumi mess ms yuzuki,OFF
78426,yeah s true I hope able time daisho,NOT
33657,democrats people reason vote party care minority woman amp child party fight healthcare party reasonable gun control immigration,NOT
46865,goodness wife ex gf sexually abuse liberal weird stuff,NOT
21473,I like thank whitehall support I press statement big thank wish good,NOT
93574,fabulous,NOT
25175,I believe good day ahead currently rm titanic big feckin iceberg facewithraisedeyebrow,NOT
98757,lol ted cruz think voter stupid beto ban barbeque state texas,OFF
30943,entire basis gun control unamusedface fact matter,NOT
93313,right politic place reproductive organ sex life,OFF
58934,good s fine gun control double tap ass,OFF
92663,truly sly self deprecate humor swagger like american,OFF
57756,liberal uncomfortable,NOT
64441,fuck disgusting animal editor approve news bag shit,OFF
60685,resignation day global swamp drain,NOT
92198,aww pooky bear victim,NOT
80736,fun hope I ur set soon,NOT
20702,clean air water failure protect environment lead mass death,NOT
32200,vince cable bed tory ridiculous knighthood,OFF
60939,pretend dementia lib,OFF
26970,brilliant effort great step count great target week thumbsup,NOT
30803,holy shit thank craft I tv anymore end I wrong,OFF
87692,america head antifa ur neck step,NOT
63840,I think I blame dumbass gun control,OFF
60522,statement story ask liberal hand money cdns agree,NOT
11865,legacy crap want save crap,OFF
97312,I tolerate ur loud ass maga merch shit nike kiss ass,OFF
80467,crazy russian dude datum,NOT
74555,slow I I wanna ask I bring personal mac use work computer I wanna like apple snob I shake,OFF
51950,tough speak mind work conservative amazing occur work setting bizarre,NOT
52632,confuse jon,NOT
65081,stand listen puke I change channel speak believe nut,OFF
11494,I come long line bigot moron hard grapple fill void fundamentally decent ppl eventually realize,OFF
22500,exclusive soros activist slip cash anti kavanaugh protester arrest,NOT
11616,I brat deal woman long relaxed like guy,NOT
53803,oh compare government law enforcement agency subject constitutional law private corporation yeah sense wait stop talk complete imbecile,OFF
69898,eye kay oh ass,OFF
11697,heighten belief slimfast,NOT
24415,unhinge fat pos slob lucke conservative ton money process opertunist smart opertiunist know use amp shovel b liberal left good business day amp eat,OFF
35474,I love yo cute ass,OFF
31242,lie diversion,OFF
44940,continue kid hire mentally ill,OFF
97891,shit sad smh,OFF
83394,people good faith high character come compete conclusion originalism abortion gun control religious liberty,NOT
72850,eric holder perfect att gen obama administration ounce human decency bone,NOT
20384,time I hate horrifying feeling happen I I m doze I jolt wide fuck awake,OFF
24493,read thing white mass shooter consider terrorism political agenda murder like dylan roof,OFF
40619,rollingonthefloorlaughe rollingonthefloorlaughe facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy communist fool,OFF
40899,omg heath bleed daughter family hold tight tell safe foldedhand foldedhand foldedhand foldedhand foldedhand redheart redheart redheart,NOT
85432,russian collusion prove yr collusion crime people win,NOT
99289,funny thing try white republicans path storm entire island leave fend self day help arrive trump fake president,OFF
70375,rule law law rule,NOT
45592,honestly camera suck ass great zoom,NOT
93627,antifa define strike statistic virtually parent,NOT
24644,everytime open mouth idiocy come embarrassment clinton,NOT
99306,unafraid unscathed bring hope change world north korea kim jong un agree shut missile site bbc news,NOT
80691,pc common decency facewithrollingeye,NOT
38963,america win president trump google,NOT
29627,legit saying write right,NOT
21336,ah classic antifa behaviour trashpeople,OFF
43919,wonder conservative work twitter fear,NOT
71493,care union leader big kate u fawningly report lefty concern u left promote cbc r trudeau liberal bid r cbc liberal party shameful,OFF
62612,democrats jam far leave liberal judge conservative throat liberal judge investigate way grade school lowlife,OFF
91561,I point liberal distinction I buddhist I totally understand global perspective disingenuous country globe,NOT
35651,settle jury know truth maybe grab swap spit stupid grab way I doubt know complete truth,OFF
90150,boycott nfl rest life,OFF
62393,god terrible,OFF
70288,amazing money throw guy liberal freak beto epitomize wrong america vote cruz,OFF
63341,god god,NOT
13108,loudlycryingface loudlycryingface loudlycryingface loudlycryingface loudlycryingface loudlycryingface I want loudlycryingface loudlycryingface loudlycryingface loudlycryingface loudlycryingface loudlycryingface thank god I hospital revive,NOT
51454,people speak gun control amp gun violence choose pay attention amp wilful ignorance,NOT
71122,try smoke follower antifa,NOT
40131,bloodsport forget monologue jackson describe big monster think,OFF
43345,offf bean,NOT
93541,alt lmao nope marxist,NOT
36339,hey turn dublin hotel refugee asshole,OFF
24151,opportunistic lie sack human waste pay left turn tv ed,OFF
76414,oh yeah I sure wait certain time talk gun control right I sure thing people use dead push law right,OFF
70862,likely shift political operative gop life long dream work outcome decade sad,OFF
51246,point true shitlibs love austerity slash public funding love privatization social policy gesture thread refer drug fraud far right true grinningfacewithbigeye,NOT
27251,dem amp msm blast story I imagine false story conservative count,NOT
52388,actor joe biden alll fake phony actor stage joe time come amp dreg society care preach,OFF
38775,leave girlfriend I know good understand,NOT
61513,bat nigga,OFF
92373,president respect liberal,OFF
94685,hurt constantly apologize far right conservative,NOT
84702,hopefully joke I hate boycott leftist entertainer I stop stupid stuff,OFF
57402,I defend nra I join promote amp educate gun owner amp public gun hypocrisy amy maybe fyi I know lot liberal member nra I agree,NOT
19954,kid legal immigrant I attest correct follow law letter case work damn hard legally risk status illegal contempt law pull scam,OFF
79755,capital police let leftist joke law ig report prove seditious conspiracy yep jail time,NOT
33965,cnn amp involve conspiracy theory amp propaganda protect antifa I guess bill amp bill propaganda protect state medium,NOT
89316,soft little figure skating ballerina,NOT
57449,republicans nancy pelosi work class demonize help rich thank nancy service little guy,NOT
49289,country recognize high handed authoritarian gerrymandering democratic subversion self serve ontario conservative speak,NOT
81420,liberal want hear juanita broderick ignore liberal want hear keith ellison accuser double standard,OFF
79215,prove clue thing legislate interest comment opinion,NOT
15188,fat belly insulin resistant fix medication fast detail,NOT
27537,eric hussein need stfu away americans die result fast furious gun running scheme bad eric defy congressional subpoena hussein backing despicable,OFF
99161,I disgusted today I know think celebration think I able forget horrible thing,OFF
67170,liberal prism race,NOT
69516,I love u kady real mvp,NOT
